Title	BioProject	BioSample	Tax ID	GenBank Accn	GenBank FTP	GenBank Accn	GenBank Assembly	RefSeq Accn	RefSeq FTP	RefSeq Accn	RefSeq Assembly
Prevotella ruminicola BPI-162 	PRJEB17171	SAMN04488493	839	GCA_900112275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/275/GCA_900112275.1_IMG-taxon_2623620485_annotated_assembly	GCA_900112275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/275/GCA_900112275.1_IMG-taxon_2623620485_annotated_assembly/GCA_900112275.1_IMG-taxon_2623620485_annotated_assembly_genomic.fna.gz	GCF_900112275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/275/GCF_900112275.1_IMG-taxon_2623620485_annotated_assembly	GCF_900112275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/275/GCF_900112275.1_IMG-taxon_2623620485_annotated_assembly/GCF_900112275.1_IMG-taxon_2623620485_annotated_assembly_genomic.fna.gz
Prevotella ruminicola BPI-34 	PRJEB18395	SAMN04488494	839	GCA_900142855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/855/GCA_900142855.1_IMG-taxon_2623621019_annotated_assembly	GCA_900142855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/855/GCA_900142855.1_IMG-taxon_2623621019_annotated_assembly/GCA_900142855.1_IMG-taxon_2623621019_annotated_assembly_genomic.fna.gz	GCF_900142855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/855/GCF_900142855.1_IMG-taxon_2623621019_annotated_assembly	GCF_900142855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/855/GCF_900142855.1_IMG-taxon_2623621019_annotated_assembly/GCF_900142855.1_IMG-taxon_2623621019_annotated_assembly_genomic.fna.gz
Prevotella ruminicola D31d 	PRJEB16647	SAMN05216462	839	GCA_900107775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/775/GCA_900107775.1_IMG-taxon_2654588193_annotated_assembly	GCA_900107775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/775/GCA_900107775.1_IMG-taxon_2654588193_annotated_assembly/GCA_900107775.1_IMG-taxon_2654588193_annotated_assembly_genomic.fna.gz	GCF_900107775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/775/GCF_900107775.1_IMG-taxon_2654588193_annotated_assembly	GCF_900107775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/775/GCF_900107775.1_IMG-taxon_2654588193_annotated_assembly/GCF_900107775.1_IMG-taxon_2654588193_annotated_assembly_genomic.fna.gz
Prevotella ruminicola Ga6B6 	PRJNA223454	SAMN02743888	1410667	GCA_000687715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/715/GCA_000687715.1_ASM68771v1	GCA_000687715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/715/GCA_000687715.1_ASM68771v1/GCA_000687715.1_ASM68771v1_genomic.fna.gz	GCF_000687715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/715/GCF_000687715.1_ASM68771v1	GCF_000687715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/715/GCF_000687715.1_ASM68771v1/GCF_000687715.1_ASM68771v1_genomic.fna.gz
Prevotella ruminicola KHP1 	PRJEB15822	SAMN04487826	1761884	GCA_900102205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/205/GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly	GCA_900102205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/205/GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly/GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly_genomic.fna.gz	GCF_900102205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/205/GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly	GCF_900102205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/205/GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly/GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly_genomic.fna.gz
Prevotella ruminicola KHT3 	PRJEB18362	SAMN05216463	839	GCA_900142525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/525/GCA_900142525.1_IMG-taxon_2654588175_annotated_assembly	GCA_900142525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/525/GCA_900142525.1_IMG-taxon_2654588175_annotated_assembly/GCA_900142525.1_IMG-taxon_2654588175_annotated_assembly_genomic.fna.gz	GCF_900142525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/525/GCF_900142525.1_IMG-taxon_2654588175_annotated_assembly	GCF_900142525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/525/GCF_900142525.1_IMG-taxon_2654588175_annotated_assembly/GCF_900142525.1_IMG-taxon_2654588175_annotated_assembly_genomic.fna.gz
Prevotella ruminicola RM4 	PRJNA223453	SAMN02841220	1200547	GCA_000701965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/965/GCA_000701965.1_ASM70196v1	GCA_000701965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/965/GCA_000701965.1_ASM70196v1/GCA_000701965.1_ASM70196v1_genomic.fna.gz	GCF_000701965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/965/GCF_000701965.1_ASM70196v1	GCF_000701965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/965/GCF_000701965.1_ASM70196v1/GCF_000701965.1_ASM70196v1_genomic.fna.gz
Prevotella sp. AGR2160 	PRJNA185697	SAMN02440817	1280674	GCA_000424185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/185/GCA_000424185.1_ASM42418v1	GCA_000424185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/185/GCA_000424185.1_ASM42418v1/GCA_000424185.1_ASM42418v1_genomic.fna.gz	GCF_000424185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/185/GCF_000424185.1_ASM42418v1	GCF_000424185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/185/GCF_000424185.1_ASM42418v1/GCF_000424185.1_ASM42418v1_genomic.fna.gz
Prevotella sp. BPI-145 	PRJEB16250	SAMN04487900	645273	GCA_900104295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/295/GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly	GCA_900104295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/295/GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly/GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly_genomic.fna.gz	GCF_900104295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/295/GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly	GCF_900104295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/295/GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly/GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly_genomic.fna.gz
Prevotella sp. BPI-148 	PRJEB15901	SAMN04487901	645274	GCA_900100635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/635/GCA_900100635.1_IMG-taxon_2623620508_annotated_assembly	GCA_900100635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/635/GCA_900100635.1_IMG-taxon_2623620508_annotated_assembly/GCA_900100635.1_IMG-taxon_2623620508_annotated_assembly_genomic.fna.gz	GCF_900100635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/635/GCF_900100635.1_IMG-taxon_2623620508_annotated_assembly	GCF_900100635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/635/GCF_900100635.1_IMG-taxon_2623620508_annotated_assembly/GCF_900100635.1_IMG-taxon_2623620508_annotated_assembly_genomic.fna.gz
Prevotella sp. FD3004 	PRJNA223015	SAMN02744713	1408309	GCA_000746155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/155/GCA_000746155.1_ASM74615v1	GCA_000746155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/155/GCA_000746155.1_ASM74615v1/GCA_000746155.1_ASM74615v1_genomic.fna.gz	GCF_000746155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/155/GCF_000746155.1_ASM74615v1	GCF_000746155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/155/GCF_000746155.1_ASM74615v1/GCF_000746155.1_ASM74615v1_genomic.fna.gz
Prevotella sp. HUN102 	PRJNA217188	SAMN02743910	1392486	GCA_000688375.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/375/GCA_000688375.1_ASM68837v1	GCA_000688375.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/375/GCA_000688375.1_ASM68837v1/GCA_000688375.1_ASM68837v1_genomic.fna.gz	GCF_000688375.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/688/375/GCF_000688375.1_ASM68837v1	GCF_000688375.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/688/375/GCF_000688375.1_ASM68837v1/GCF_000688375.1_ASM68837v1_genomic.fna.gz
Prevotella sp. KH1P2 	PRJEB17034	SAMN04487825	1761883	GCA_900111525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/525/GCA_900111525.1_IMG-taxon_2606217815_annotated_assembly	GCA_900111525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/525/GCA_900111525.1_IMG-taxon_2606217815_annotated_assembly/GCA_900111525.1_IMG-taxon_2606217815_annotated_assembly_genomic.fna.gz	GCF_900111525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/525/GCF_900111525.1_IMG-taxon_2606217815_annotated_assembly	GCF_900111525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/525/GCF_900111525.1_IMG-taxon_2606217815_annotated_assembly/GCF_900111525.1_IMG-taxon_2606217815_annotated_assembly_genomic.fna.gz
Prevotella sp. KH2C16 	PRJEB17305	SAMN05216383	1855325	GCA_900113305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/305/GCA_900113305.1_IMG-taxon_2651870360_annotated_assembly	GCA_900113305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/305/GCA_900113305.1_IMG-taxon_2651870360_annotated_assembly/GCA_900113305.1_IMG-taxon_2651870360_annotated_assembly_genomic.fna.gz	GCF_900113305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/305/GCF_900113305.1_IMG-taxon_2651870360_annotated_assembly	GCF_900113305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/305/GCF_900113305.1_IMG-taxon_2651870360_annotated_assembly/GCF_900113305.1_IMG-taxon_2651870360_annotated_assembly_genomic.fna.gz
Prevotella sp. KHP7 	PRJEB16801	SAMN04487827	1761885	GCA_900109055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/055/GCA_900109055.1_IMG-taxon_2606217765_annotated_assembly	GCA_900109055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/055/GCA_900109055.1_IMG-taxon_2606217765_annotated_assembly/GCA_900109055.1_IMG-taxon_2606217765_annotated_assembly_genomic.fna.gz	GCF_900109055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/055/GCF_900109055.1_IMG-taxon_2606217765_annotated_assembly	GCF_900109055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/055/GCF_900109055.1_IMG-taxon_2606217765_annotated_assembly/GCF_900109055.1_IMG-taxon_2606217765_annotated_assembly_genomic.fna.gz
Prevotella sp. LC2012 	PRJEB16601	SAMN04487828	1761886	GCA_900107065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/065/GCA_900107065.1_IMG-taxon_2606217810_annotated_assembly	GCA_900107065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/065/GCA_900107065.1_IMG-taxon_2606217810_annotated_assembly/GCA_900107065.1_IMG-taxon_2606217810_annotated_assembly_genomic.fna.gz	GCF_900107065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/065/GCF_900107065.1_IMG-taxon_2606217810_annotated_assembly	GCF_900107065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/065/GCF_900107065.1_IMG-taxon_2606217810_annotated_assembly/GCF_900107065.1_IMG-taxon_2606217810_annotated_assembly_genomic.fna.gz
Prevotella sp. MA2016 	PRJNA223052	SAMN02769640	1408310	GCA_000619825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/619/825/GCA_000619825.1_ASM61982v1	GCA_000619825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/619/825/GCA_000619825.1_ASM61982v1/GCA_000619825.1_ASM61982v1_genomic.fna.gz	GCF_000619825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/825/GCF_000619825.1_ASM61982v1	GCF_000619825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/825/GCF_000619825.1_ASM61982v1/GCF_000619825.1_ASM61982v1_genomic.fna.gz
Prevotella sp. NE3005 	PRJEB16906	SAMN04487902	1761887	GCA_900110085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/085/GCA_900110085.1_IMG-taxon_2623620457_annotated_assembly	GCA_900110085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/085/GCA_900110085.1_IMG-taxon_2623620457_annotated_assembly/GCA_900110085.1_IMG-taxon_2623620457_annotated_assembly_genomic.fna.gz	GCF_900110085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/085/GCF_900110085.1_IMG-taxon_2623620457_annotated_assembly	GCF_900110085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/085/GCF_900110085.1_IMG-taxon_2623620457_annotated_assembly/GCF_900110085.1_IMG-taxon_2623620457_annotated_assembly_genomic.fna.gz
Prevotella sp. P6B1 	PRJNA223449	SAMN02841184	1410613	GCA_000702825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/825/GCA_000702825.1_ASM70282v1	GCA_000702825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/825/GCA_000702825.1_ASM70282v1/GCA_000702825.1_ASM70282v1_genomic.fna.gz	GCF_000702825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/825/GCF_000702825.1_ASM70282v1	GCF_000702825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/825/GCF_000702825.1_ASM70282v1/GCF_000702825.1_ASM70282v1_genomic.fna.gz
Prevotella sp. P6B4 	PRJNA223445	SAMN02952984	1410614	GCA_000619985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/619/985/GCA_000619985.1_ASM61998v1	GCA_000619985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/619/985/GCA_000619985.1_ASM61998v1/GCA_000619985.1_ASM61998v1_genomic.fna.gz	GCF_000619985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/985/GCF_000619985.1_ASM61998v1	GCF_000619985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/985/GCF_000619985.1_ASM61998v1/GCF_000619985.1_ASM61998v1_genomic.fna.gz
Prevotella sp. TC2-24 	PRJEB16979	SAMN04487850	81582	GCA_900110895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/895/GCA_900110895.1_IMG-taxon_2623621022_annotated_assembly	GCA_900110895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/895/GCA_900110895.1_IMG-taxon_2623621022_annotated_assembly/GCA_900110895.1_IMG-taxon_2623621022_annotated_assembly_genomic.fna.gz	GCF_900110895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/895/GCF_900110895.1_IMG-taxon_2623621022_annotated_assembly	GCF_900110895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/895/GCF_900110895.1_IMG-taxon_2623621022_annotated_assembly/GCF_900110895.1_IMG-taxon_2623621022_annotated_assembly_genomic.fna.gz
Prevotella sp. TC2-28 	PRJEB16650	SAMN04487851	1761888	GCA_900107705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/705/GCA_900107705.1_IMG-taxon_2623620552_annotated_assembly	GCA_900107705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/705/GCA_900107705.1_IMG-taxon_2623620552_annotated_assembly/GCA_900107705.1_IMG-taxon_2623620552_annotated_assembly_genomic.fna.gz	GCF_900107705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/705/GCF_900107705.1_IMG-taxon_2623620552_annotated_assembly	GCF_900107705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/705/GCF_900107705.1_IMG-taxon_2623620552_annotated_assembly/GCF_900107705.1_IMG-taxon_2623620552_annotated_assembly_genomic.fna.gz
Prevotella sp. TF2-5 	PRJEB17227	SAMN04487852	1761889	GCA_900115435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/435/GCA_900115435.1_IMG-taxon_2623620458_annotated_assembly	GCA_900115435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/435/GCA_900115435.1_IMG-taxon_2623620458_annotated_assembly/GCA_900115435.1_IMG-taxon_2623620458_annotated_assembly_genomic.fna.gz	GCF_900115435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/435/GCF_900115435.1_IMG-taxon_2623620458_annotated_assembly	GCF_900115435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/435/GCF_900115435.1_IMG-taxon_2623620458_annotated_assembly/GCF_900115435.1_IMG-taxon_2623620458_annotated_assembly_genomic.fna.gz
Propionibacteriaceae bacterium P6A17 	PRJNA223447	SAMN02952983	1410634	GCA_000619965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/619/965/GCA_000619965.1_ASM61996v1	GCA_000619965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/619/965/GCA_000619965.1_ASM61996v1/GCA_000619965.1_ASM61996v1_genomic.fna.gz	GCF_000619965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/965/GCF_000619965.1_ASM61996v1	GCF_000619965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/965/GCF_000619965.1_ASM61996v1/GCF_000619965.1_ASM61996v1_genomic.fna.gz
Propionibacterium acnes  NLAE-zl-G260 	PRJEB16126	SAMN05216478	1747	GCA_900102845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/845/GCA_900102845.1_IMG-taxon_2654588184_annotated_assembly	GCA_900102845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/845/GCA_900102845.1_IMG-taxon_2654588184_annotated_assembly/GCA_900102845.1_IMG-taxon_2654588184_annotated_assembly_genomic.fna.gz	GCF_900102845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/845/GCF_900102845.1_IMG-taxon_2654588184_annotated_assembly	GCF_900102845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/845/GCF_900102845.1_IMG-taxon_2654588184_annotated_assembly/GCF_900102845.1_IMG-taxon_2654588184_annotated_assembly_genomic.fna.gz
Propionibacterium sp. MB3007 	PRJNA223473	SAMN02743352	1410615	GCA_000685945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/945/GCA_000685945.1_ASM68594v1	GCA_000685945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/945/GCA_000685945.1_ASM68594v1/GCA_000685945.1_ASM68594v1_genomic.fna.gz	GCF_000685945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/945/GCF_000685945.1_ASM68594v1	GCF_000685945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/945/GCF_000685945.1_ASM68594v1/GCF_000685945.1_ASM68594v1_genomic.fna.gz
Proteiniclasticum ruminis  D3RC-2 DSM 24773	PRJNA223441	SAMN02841179	1410668	GCA_000701905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/905/GCA_000701905.1_ASM70190v1	GCA_000701905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/905/GCA_000701905.1_ASM70190v1/GCA_000701905.1_ASM70190v1_genomic.fna.gz	GCF_000701905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/905/GCF_000701905.1_ASM70190v1	GCF_000701905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/905/GCF_000701905.1_ASM70190v1/GCF_000701905.1_ASM70190v1_genomic.fna.gz
Proteus mirabilis NLAE-zl-C285 	PRJEB15761	SAMN05216484	584	GCA_900101725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/725/GCA_900101725.1_IMG-taxon_2654588119_annotated_assembly	GCA_900101725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/725/GCA_900101725.1_IMG-taxon_2654588119_annotated_assembly/GCA_900101725.1_IMG-taxon_2654588119_annotated_assembly_genomic.fna.gz	GCF_900101725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/725/GCF_900101725.1_IMG-taxon_2654588119_annotated_assembly	GCF_900101725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/725/GCF_900101725.1_IMG-taxon_2654588119_annotated_assembly/GCF_900101725.1_IMG-taxon_2654588119_annotated_assembly_genomic.fna.gz
Proteus mirabilis NLAE-zl-G534 	PRJEB17332	SAMN04487853	584	GCA_900113495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/495/GCA_900113495.1_IMG-taxon_2623620510_annotated_assembly	GCA_900113495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/495/GCA_900113495.1_IMG-taxon_2623620510_annotated_assembly/GCA_900113495.1_IMG-taxon_2623620510_annotated_assembly_genomic.fna.gz	GCF_900113495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/495/GCF_900113495.1_IMG-taxon_2623620510_annotated_assembly	GCF_900113495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/495/GCF_900113495.1_IMG-taxon_2623620510_annotated_assembly/GCF_900113495.1_IMG-taxon_2623620510_annotated_assembly_genomic.fna.gz
Pseudobutyrivibrio ruminis  A12-1 DSM 9787	PRJEB22289	SAMN02910411	1123011	GCA_900218035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/218/035/GCA_900218035.1_IMG-taxon_2596583532_annotated_assembly	GCA_900218035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/218/035/GCA_900218035.1_IMG-taxon_2596583532_annotated_assembly/GCA_900218035.1_IMG-taxon_2596583532_annotated_assembly_genomic.fna.gz	GCF_900218035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/218/035/GCF_900218035.1_IMG-taxon_2596583532_annotated_assembly	GCF_900218035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/218/035/GCF_900218035.1_IMG-taxon_2596583532_annotated_assembly/GCF_900218035.1_IMG-taxon_2596583532_annotated_assembly_genomic.fna.gz
Pseudobutyrivibrio ruminis ACV-9 	PRJEB16865	SAMN02910377	46206	GCA_900109715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/715/GCA_900109715.1_IMG-taxon_2595698239_annotated_assembly	GCA_900109715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/715/GCA_900109715.1_IMG-taxon_2595698239_annotated_assembly/GCA_900109715.1_IMG-taxon_2595698239_annotated_assembly_genomic.fna.gz	GCF_900109715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/715/GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly	GCF_900109715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/715/GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly/GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly_genomic.fna.gz
Pseudobutyrivibrio ruminis AD2017 	PRJNA185704	SAMN02441495	1280694	GCA_000424305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/305/GCA_000424305.1_ASM42430v1	GCA_000424305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/305/GCA_000424305.1_ASM42430v1/GCA_000424305.1_ASM42430v1_genomic.fna.gz	GCF_000424305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/305/GCF_000424305.1_ASM42430v1	GCF_000424305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/305/GCF_000424305.1_ASM42430v1/GCF_000424305.1_ASM42430v1_genomic.fna.gz
Pseudobutyrivibrio ruminis CF1b 	PRJNA185685	SAMN02440829	1280688	GCA_000424005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/005/GCA_000424005.1_ASM42400v1	GCA_000424005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/005/GCA_000424005.1_ASM42400v1/GCA_000424005.1_ASM42400v1_genomic.fna.gz	GCF_000424005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/005/GCF_000424005.1_ASM42400v1	GCF_000424005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/005/GCF_000424005.1_ASM42400v1/GCF_000424005.1_ASM42400v1_genomic.fna.gz
Pseudobutyrivibrio ruminis HUN009 	PRJNA237255	SAMN02841228	1458469	GCA_000703005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/005/GCA_000703005.1_ASM70300v1	GCA_000703005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/005/GCA_000703005.1_ASM70300v1/GCA_000703005.1_ASM70300v1_genomic.fna.gz	GCF_000703005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/005/GCF_000703005.1_ASM70300v1	GCF_000703005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/005/GCF_000703005.1_ASM70300v1/GCF_000703005.1_ASM70300v1_genomic.fna.gz
