Genome	Strain	Culture collection #	taxon_oid	Sequencing Technology	Assembly Method	Sequencing Depth (fold coverage)	CheckM Completeness (%)	Genome Size (bp)	Gene Count 	CDS Count   	Coding Base Count %   	GC   	COG Count   	KO Count	Pfam Count	TIGRfam Count	With Function Prediction %	Scaffold Count	HunTitle	BioProject	BioSample	Tax ID	GenBank FTP	GenBank Assembly	GenBank Accession	GenBank FTP	Genbank assembly file	RefSeq FTP	RefSeq Assembly	RefSeq accession	RefSeq FTP	RefSeq Assembly file
Oscillibacter sp.	PC13		2623620509	Illumina HiSeq	vpAllpaths v. r46652	244.215	98.66	2792998	2782	2716	87.82	0.55	1763	1386	2233	849	76.06	42	Oscillibacter sp. PC13 	PRJEB17348	SAMN05216343	1855299	[GCA_900115635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/635/GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly)	[GCA_900115635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/635/GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly/GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly_genomic.fna.gz)	GCA_900115635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/635/GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly	GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly_genomic.fna.gz	[GCF_900115635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/635/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly)	[GCF_900115635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/635/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly_genomic.fna.gz)	GCF_900115635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/635/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly	GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly_genomic.fna.gz
Ruminobacter amylophilus	H 18	DSM 1361	2595698241	Illumina HiSeq	vpAllpaths v. r46652	333.429	100	2815061	2371	2301	83.21	0.43	1408	1186	1767	861	71.74	117	Ruminobacter amylophilus H 18 DSM 1361	PRJEB17364	SAMN02910344	867	[GCA_900115655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/655/GCA_900115655.1_IMG-taxon_2595698241_annotated_assembly)	[GCA_900115655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/655/GCA_900115655.1_IMG-taxon_2595698241_annotated_assembly/GCA_900115655.1_IMG-taxon_2595698241_annotated_assembly_genomic.fna.gz)	GCA_900115655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/655/GCA_900115655.1_IMG-taxon_2595698241_annotated_assembly	GCA_900115655.1_IMG-taxon_2595698241_annotated_assembly_genomic.fna.gz	[GCF_900115655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/655/GCF_900115655.1_IMG-taxon_2595698241_annotated_assembly)	[GCF_900115655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/655/GCF_900115655.1_IMG-taxon_2595698241_annotated_assembly/GCF_900115655.1_IMG-taxon_2595698241_annotated_assembly_genomic.fna.gz)	GCF_900115655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/655/GCF_900115655.1_IMG-taxon_2595698241_annotated_assembly	GCF_900115655.1_IMG-taxon_2595698241_annotated_assembly_genomic.fna.gz
Butyrivibrio proteoclasticus	P18		2623620519	Illumina HiSeq	vpAllpaths v. r46652	629.263	99.96	4168923	3867	3774	89.19	0.39	2154	1568	2822	922	70.11	76	Butyrivibrio proteoclasticus P18 	PRJEB17436	SAMN04487928	43305	[GCA_900115735.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/735/GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly)	[GCA_900115735.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/735/GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly/GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly_genomic.fna.gz)	GCA_900115735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/735/GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly	GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly_genomic.fna.gz	[GCF_900115735.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/735/GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly)	[GCF_900115735.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/735/GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly/GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly_genomic.fna.gz)	GCF_900115735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/735/GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly	GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium	XBB1006		2593339157	Illumina HiSeq	vpAllpaths v. r46652	447.458	93.28	2721984	2638	2570	90.53	0.42	1514	1156	2007	804	73.28	40	Lachnospiraceae bacterium XBB1006 	PRJEB17178	SAMN02910358	1520827	[GCA_900115795.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/795/GCA_900115795.1_IMG-taxon_2593339157_annotated_assembly)	[GCA_900115795.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/795/GCA_900115795.1_IMG-taxon_2593339157_annotated_assembly/GCA_900115795.1_IMG-taxon_2593339157_annotated_assembly_genomic.fna.gz)	GCA_900115795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/795/GCA_900115795.1_IMG-taxon_2593339157_annotated_assembly	GCA_900115795.1_IMG-taxon_2593339157_annotated_assembly_genomic.fna.gz	[GCF_900115795.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/795/GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly)	[GCF_900115795.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/795/GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly/GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly_genomic.fna.gz)	GCF_900115795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/795/GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly	GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly_genomic.fna.gz
Streptococcus equinus	SI		2654588207	Illumina HiSeq	vpAllpaths v. r46652	255.471	100	1912510	1885	1829	90.56	0.37	1451	1164	1644	778	83.24	11	Streptococcus equinus SI 	PRJEB17497	SAMN05216422	1335	[GCA_900115895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/895/GCA_900115895.1_IMG-taxon_2654588207_annotated_assembly)	[GCA_900115895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/895/GCA_900115895.1_IMG-taxon_2654588207_annotated_assembly/GCA_900115895.1_IMG-taxon_2654588207_annotated_assembly_genomic.fna.gz)	GCA_900115895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/895/GCA_900115895.1_IMG-taxon_2654588207_annotated_assembly	GCA_900115895.1_IMG-taxon_2654588207_annotated_assembly_genomic.fna.gz	[GCF_900115895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/895/GCF_900115895.1_IMG-taxon_2654588207_annotated_assembly)	[GCF_900115895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/895/GCF_900115895.1_IMG-taxon_2654588207_annotated_assembly/GCF_900115895.1_IMG-taxon_2654588207_annotated_assembly_genomic.fna.gz)	GCF_900115895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/895/GCF_900115895.1_IMG-taxon_2654588207_annotated_assembly	GCF_900115895.1_IMG-taxon_2654588207_annotated_assembly_genomic.fna.gz
Enterobacter sp.	KPR-6		2608642189	Illumina HiSeq	vpAllpaths v. r46652	317.687	98.45	4483221	4284	4137	90.07	0.55	3305	2815	3818	1642	83.85	18	Enterobacter sp. KPR-6 	PRJEB17309	SAMN04487773	1761782	[GCA_900116015.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/015/GCA_900116015.1_IMG-taxon_2608642189_annotated_assembly)	[GCA_900116015.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/015/GCA_900116015.1_IMG-taxon_2608642189_annotated_assembly/GCA_900116015.1_IMG-taxon_2608642189_annotated_assembly_genomic.fna.gz)	GCA_900116015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/015/GCA_900116015.1_IMG-taxon_2608642189_annotated_assembly	GCA_900116015.1_IMG-taxon_2608642189_annotated_assembly_genomic.fna.gz	[GCF_900116015.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/015/GCF_900116015.1_IMG-taxon_2608642189_annotated_assembly)	[GCF_900116015.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/015/GCF_900116015.1_IMG-taxon_2608642189_annotated_assembly/GCF_900116015.1_IMG-taxon_2608642189_annotated_assembly_genomic.fna.gz)	GCF_900116015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/015/GCF_900116015.1_IMG-taxon_2608642189_annotated_assembly	GCF_900116015.1_IMG-taxon_2608642189_annotated_assembly_genomic.fna.gz
Streptococcus equinus	Sb20		2654588135	Illumina HiSeq	vpAllpaths v. r46652	690.51	100	1894454	1894	1843	90.39	0.38	1426	1151	1630	766	82.05	9	Streptococcus equinus Sb20 	PRJEB17239	SAMN05216416	1335	[GCA_900115995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/995/GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly)	[GCA_900115995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/995/GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly/GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly_genomic.fna.gz)	GCA_900115995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/995/GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly	GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly_genomic.fna.gz	[GCF_900115995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/995/GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly)	[GCF_900115995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/995/GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly/GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly_genomic.fna.gz)	GCF_900115995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/995/GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly	GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly_genomic.fna.gz
Pseudobutyrivibrio sp.	NOR37		2606217811	Illumina HiSeq	vpAllpaths v. r46652	710.372	99.52	2945204	2723	2664	91.66	0.39	1791	1404	2180	878	77.34	8	Pseudobutyrivibrio sp. NOR37 	PRJEB17246	SAMN04487829	1798168	[GCA_900112855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/855/GCA_900112855.1_IMG-taxon_2606217811_annotated_assembly)	[GCA_900112855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/855/GCA_900112855.1_IMG-taxon_2606217811_annotated_assembly/GCA_900112855.1_IMG-taxon_2606217811_annotated_assembly_genomic.fna.gz)	GCA_900112855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/855/GCA_900112855.1_IMG-taxon_2606217811_annotated_assembly	GCA_900112855.1_IMG-taxon_2606217811_annotated_assembly_genomic.fna.gz	[GCF_900112855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/855/GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly)	[GCF_900112855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/855/GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly/GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly_genomic.fna.gz)	GCF_900112855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/855/GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly	GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly_genomic.fna.gz
Lachnoclostridium aminophilum	F	DSM 10710	2593339256	Illumina HiSeq	vpAllpaths v. r46652	788.973	98.73	3113820	2662	2572	86.17	0.51	1798	1312	2179	896	78.74	31	Lachnoclostridium aminophilum F DSM 10710	PRJEB17251	SAMN02910262	1526	[GCA_900112885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/885/GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly)	[GCA_900112885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/885/GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly/GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly_genomic.fna.gz)	GCA_900112885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/885/GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly	GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly_genomic.fna.gz	[GCF_900112885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/885/GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly)	[GCF_900112885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/885/GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly/GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly_genomic.fna.gz)	GCF_900112885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/885/GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly	GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly_genomic.fna.gz
Lachnoclostridium citroniae 	NLAE-zl-G70		2623620476	Illumina HiSeq	vpAllpaths v. r46652	781.323	98.73	6043725	5440	5356	89.93	0.5	3866	2723	4671	1454	83.01	25	Lachnoclostridium citroniae  NLAE-zl-G70 	PRJEB17345	SAMN05216568	358743	[GCA_900115855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/855/GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly)	[GCA_900115855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/855/GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly/GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly_genomic.fna.gz)	GCA_900115855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/855/GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly	GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly_genomic.fna.gz	[GCF_900115855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/855/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly)	[GCF_900115855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/855/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly_genomic.fna.gz)	GCF_900115855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/855/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly	GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly_genomic.fna.gz
Porphyromonadaceae bacterium	NLAE-zl-C104		2654588129	Illumina HiSeq	vpAllpaths v. r46652	456.06	99.45	3916551	3211	3143	90.35	0.44	1797	1372	2586	957	75.4	85	Porphyromonadaceae bacterium NLAE-zl-C104 	PRJEB17541	SAMN05216365	1855399	[GCA_900116075.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/075/GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly)	[GCA_900116075.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/075/GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly/GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly_genomic.fna.gz)	GCA_900116075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/075/GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly	GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly_genomic.fna.gz	[GCF_900116075.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/075/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly)	[GCF_900116075.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/075/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly_genomic.fna.gz)	GCF_900116075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/075/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly	GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly_genomic.fna.gz
Succinivibrio dextrinosolvens	ACV-10		2595698228	Illumina HiSeq	vpAllpaths v. r46652	296.328	98.82	2961737	2638	2562	87.1	0.4	1684	1352	2023	939	73.88	94	Succinivibrio dextrinosolvens ACV-10 	PRJEB17533	SAMN02910357	83771	[GCA_900116345.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/345/GCA_900116345.1_IMG-taxon_2595698228_annotated_assembly)	[GCA_900116345.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/345/GCA_900116345.1_IMG-taxon_2595698228_annotated_assembly/GCA_900116345.1_IMG-taxon_2595698228_annotated_assembly_genomic.fna.gz)	GCA_900116345.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/345/GCA_900116345.1_IMG-taxon_2595698228_annotated_assembly	GCA_900116345.1_IMG-taxon_2595698228_annotated_assembly_genomic.fna.gz	[GCF_900116345.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/345/GCF_900116345.1_IMG-taxon_2595698228_annotated_assembly)	[GCF_900116345.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/345/GCF_900116345.1_IMG-taxon_2595698228_annotated_assembly/GCF_900116345.1_IMG-taxon_2595698228_annotated_assembly_genomic.fna.gz)	GCF_900116345.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/345/GCF_900116345.1_IMG-taxon_2595698228_annotated_assembly	GCF_900116345.1_IMG-taxon_2595698228_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium	XBD2001		2595698216	Illumina HiSeq	vpAllpaths v. r46652	591.551	97.83	2481137	2292	2231	92.31	0.46	1528	1214	1867	767	78.53	17	Lachnospiraceae bacterium XBD2001 	PRJEB17576	SAMN02910301	1520820	[GCA_900116395.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/395/GCA_900116395.1_IMG-taxon_2595698216_annotated_assembly)	[GCA_900116395.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/395/GCA_900116395.1_IMG-taxon_2595698216_annotated_assembly/GCA_900116395.1_IMG-taxon_2595698216_annotated_assembly_genomic.fna.gz)	GCA_900116395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/395/GCA_900116395.1_IMG-taxon_2595698216_annotated_assembly	GCA_900116395.1_IMG-taxon_2595698216_annotated_assembly_genomic.fna.gz	[GCF_900116395.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/395/GCF_900116395.1_IMG-taxon_2595698216_annotated_assembly)	[GCF_900116395.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/395/GCF_900116395.1_IMG-taxon_2595698216_annotated_assembly/GCF_900116395.1_IMG-taxon_2595698216_annotated_assembly_genomic.fna.gz)	GCF_900116395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/395/GCF_900116395.1_IMG-taxon_2595698216_annotated_assembly	GCF_900116395.1_IMG-taxon_2595698216_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium	GACV-9		2595698242	Illumina HiSeq	vpAllpaths v. r46652	228.095	100	2821632	2647	2558	90.61	0.53	1859	1497	2177	1019	78.62	36	Selenomonas ruminantium GACV-9 	PRJEB17577	SAMN02910356	971	[GCA_900116485.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/485/GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly)	[GCA_900116485.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/485/GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly/GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly_genomic.fna.gz)	GCA_900116485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/485/GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly	GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly_genomic.fna.gz	[GCF_900116485.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/485/GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly)	[GCF_900116485.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/485/GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly/GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly_genomic.fna.gz)	GCF_900116485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/485/GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly	GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly_genomic.fna.gz
Porphyromonadaceae bacterium	KHP3R9		2654588142	Illumina HiSeq	vpAllpaths v. r46652	431.819	100	3368280	2847	2784	92.09	0.49	1564	1214	2297	842	74.75	106	Porphyromonadaceae bacterium KHP3R9 	PRJEB17589	SAMN05216364	1855398	[GCA_900116745.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/745/GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly)	[GCA_900116745.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/745/GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly/GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly_genomic.fna.gz)	GCA_900116745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/745/GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly	GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly_genomic.fna.gz	[GCF_900116745.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/745/GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly)	[GCF_900116745.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/745/GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly/GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly_genomic.fna.gz)	GCF_900116745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/745/GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly	GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly_genomic.fna.gz
Eubacterium pyruvativorans	KHGC13		2657244902	Illumina HiSeq	vpAllpaths v. r46652	183.76	99.65	2277081	2079	2006	87.42	0.54	1411	1079	1692	793	79.41	72	Eubacterium pyruvativorans KHGC13 	PRJEB17584	SAMN05216508	155865	[GCA_900116785.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/785/GCA_900116785.1_IMG-taxon_2657244902_annotated_assembly)	[GCA_900116785.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/785/GCA_900116785.1_IMG-taxon_2657244902_annotated_assembly/GCA_900116785.1_IMG-taxon_2657244902_annotated_assembly_genomic.fna.gz)	GCA_900116785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/785/GCA_900116785.1_IMG-taxon_2657244902_annotated_assembly	GCA_900116785.1_IMG-taxon_2657244902_annotated_assembly_genomic.fna.gz	[GCF_900116785.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/785/GCF_900116785.1_IMG-taxon_2657244902_annotated_assembly)	[GCF_900116785.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/785/GCF_900116785.1_IMG-taxon_2657244902_annotated_assembly/GCF_900116785.1_IMG-taxon_2657244902_annotated_assembly_genomic.fna.gz)	GCF_900116785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/785/GCF_900116785.1_IMG-taxon_2657244902_annotated_assembly	GCF_900116785.1_IMG-taxon_2657244902_annotated_assembly_genomic.fna.gz
Clostridium sp.	B6405	DSM 8431	2623621014	Illumina HiSeq	vpAllpaths v. r46652	676.113	98.39	3630749	3618	3519	86.14	0.29	1990	1684	2681	1072	72.33	330	Clostridium sp. B6405 DSM 8431	PRJEB17600	SAMN04487886	1761781	[GCA_900116755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/755/GCA_900116755.1_IMG-taxon_2623621014_annotated_assembly)	[GCA_900116755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/755/GCA_900116755.1_IMG-taxon_2623621014_annotated_assembly/GCA_900116755.1_IMG-taxon_2623621014_annotated_assembly_genomic.fna.gz)	GCA_900116755.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/755/GCA_900116755.1_IMG-taxon_2623621014_annotated_assembly	GCA_900116755.1_IMG-taxon_2623621014_annotated_assembly_genomic.fna.gz	[GCF_900116755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/755/GCF_900116755.1_IMG-taxon_2623621014_annotated_assembly)	[GCF_900116755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/755/GCF_900116755.1_IMG-taxon_2623621014_annotated_assembly/GCF_900116755.1_IMG-taxon_2623621014_annotated_assembly_genomic.fna.gz)	GCF_900116755.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/755/GCF_900116755.1_IMG-taxon_2623621014_annotated_assembly	GCF_900116755.1_IMG-taxon_2623621014_annotated_assembly_genomic.fna.gz
